YEAR,MONTH,U.S._STATE,POSTAL.CODE,NERC.REGION,CLIMATE.REGION,ANOMALY.LEVEL,CLIMATE.CATEGORY,OUTAGE.START.DATE,OUTAGE.START.TIME,OUTAGE.RESTORATION.DATE,OUTAGE.RESTORATION.TIME,CAUSE.CATEGORY,CAUSE.CATEGORY.DETAIL,OUTAGE.DURATION (min)
2012,1,Washington,WA,WECC,Northwest,-0.7,cold,"Sunday, January 15, 2012",9:35:00 AM,"Sunday, January 15, 2012",9:35:00 AM,intentional attack,vandalism,0
2015,8,Washington,WA,WECC,Northwest,1.4,warm,"Saturday, August 29, 2015",1:00:00 PM,"Monday, August 31, 2015",7:00:00 AM,severe weather,NA,2520
2012,1,Washington,WA,WECC,Northwest,-0.7,cold,"Wednesday, January 4, 2012",12:14:00 PM,"Wednesday, January 4, 2012",12:14:00 PM,intentional attack,vandalism,0
2013,5,Washington,WA,WECC,Northwest,-0.2,normal,"Thursday, May 9, 2013",1:21:00 PM,"Thursday, May 9, 2013",4:21:00 PM,islanding,NA,180
2011,6,Arizona,AZ,WECC,Southwest,-0.3,normal,"Thursday, June 30, 2011",2:11:00 PM,"Thursday, June 30, 2011",11:25:00 PM,system operability disruption,majorsystem interruption,554
2015,2,Arizona,AZ,WECC,Southwest,0.5,warm,"Thursday, February 19, 2015",2:30:00 PM,"Thursday, February 19, 2015",3:20:00 PM,intentional attack,vandalism,50
2015,2,Arizona,AZ,WECC,Southwest,0.5,warm,"Tuesday, February 17, 2015",6:20:00 AM,"Tuesday, February 17, 2015",7:30:00 AM,intentional attack,vandalism,70
2013,12,Arizona,AZ,WECC,Southwest,-0.3,normal,"Friday, December 27, 2013",9:43:00 AM,"Friday, December 27, 2013",12:43:00 PM,intentional attack,NA,180
2013,7,Arizona,AZ,WECC,Southwest,-0.3,normal,"Thursday, July 11, 2013",11:20:00 PM,"Sunday, July 14, 2013",3:22:00 PM,intentional attack,vandalism,3842
2003,7,Arizona,AZ,WECC,Southwest,0.1,normal,"Tuesday, July 1, 2003",3:15:00 PM,"Tuesday, July 1, 2003",3:50:00 PM,equipment failure,breaker trip,35
2013,10,Arizona,AZ,WECC,Southwest,-0.3,normal,"Saturday, October 26, 2013",7:13:00 AM,"Saturday, October 26, 2013",7:14:00 AM,intentional attack,NA,1
2013,8,Arizona,AZ,WECC,Southwest,-0.3,normal,"Thursday, August 22, 2013",8:40:00 AM,"Thursday, August 22, 2013",11:49:00 AM,intentional attack,sabotage,189
2004,7,Arizona,AZ,WECC,Southwest,0.5,warm,"Tuesday, July 6, 2004",6:00:00 AM,"Monday, August 9, 2004",12:00:00 PM,severe weather,wildfire,49320
2009,12,Arizona,AZ,WECC,Southwest,1.3,warm,"Tuesday, December 8, 2009",1:00:00 AM,"Thursday, December 10, 2009",11:00:00 PM,severe weather,NA,4200
2014,5,Arizona,AZ,WECC,Southwest,-0.1,normal,"Tuesday, May 27, 2014",11:00:00 AM,"Tuesday, May 27, 2014",4:53:00 PM,intentional attack,vandalism,353
2014,1,Arizona,AZ,WECC,Southwest,-0.5,cold,"Monday, January 13, 2014",4:44:00 PM,"Monday, January 13, 2014",4:45:00 PM,intentional attack,vandalism,1
2014,1,Arizona,AZ,WECC,Southwest,-0.5,cold,"Thursday, January 16, 2014",12:30:00 PM,"Thursday, January 16, 2014",1:57:00 PM,intentional attack,vandalism,87
2000,6,Arizona,AZ,WECC,Southwest,-0.7,cold,"Wednesday, June 14, 2000",3:54:00 PM,"Wednesday, June 14, 2000",5:00:00 PM,severe weather,wildfire,66
2002,4,Arizona,AZ,WECC,Southwest,0.2,normal,"Monday, April 8, 2002",3:00:00 PM,NA,NA,intentional attack,vandalism,NA
2014,6,Arizona,AZ,WECC,Southwest,0,normal,"Wednesday, June 11, 2014",9:30:00 AM,"Wednesday, June 11, 2014",9:31:00 AM,intentional attack,NA,1
2016,2,Arizona,AZ,WECC,Southwest,2,warm,"Friday, February 26, 2016",4:35:00 PM,"Friday, February 26, 2016",8:22:00 PM,intentional attack,sabotage,227
2014,1,Arizona,AZ,WECC,Southwest,-0.5,cold,"Thursday, January 30, 2014",3:00:00 PM,NA,NA,intentional attack,vandalism,NA
2013,12,Arizona,AZ,WECC,Southwest,-0.3,normal,"Tuesday, December 10, 2013",1:01:00 AM,"Wednesday, December 11, 2013",1:01:00 AM,intentional attack,NA,1440
2011,4,Arizona,AZ,WECC,Southwest,-0.5,cold,"Thursday, April 28, 2011",4:09:00 PM,"Thursday, April 28, 2011",4:10:00 PM,equipment failure,NA,1
2013,12,Arizona,AZ,WECC,Southwest,-0.3,normal,"Monday, December 30, 2013",11:00:00 AM,"Wednesday, January 1, 2014",8:00:00 AM,intentional attack,NA,2700
2000,5,Arizona,AZ,WECC,Southwest,-0.7,cold,"Wednesday, May 31, 2000",1:15:00 AM,NA,NA,intentional attack,vandalism,NA
2004,7,Arizona,AZ,WECC,Southwest,0.5,warm,"Tuesday, July 6, 2004",6:00:00 AM,"Monday, August 9, 2004",12:00:00 PM,severe weather,wildfire,49320
2015,2,Arizona,AZ,WECC,Southwest,0.5,warm,"Thursday, February 5, 2015",8:15:00 AM,"Thursday, February 5, 2015",8:17:00 AM,intentional attack,vandalism,2
2011,2,Arizona,AZ,WECC,Southwest,-1,cold,"Wednesday, February 2, 2011",6:22:00 AM,"Wednesday, February 2, 2011",9:57:00 AM,system operability disruption,NA,215
2014,3,Arizona,AZ,WECC,Southwest,-0.4,normal,"Monday, March 17, 2014",5:25:00 PM,"Tuesday, March 18, 2014",12:56:00 AM,intentional attack,sabotage,451
2004,6,Arizona,AZ,WECC,Southwest,0.3,normal,"Monday, June 14, 2004",7:41:00 AM,"Monday, June 14, 2004",2:39:00 PM,equipment failure,line fault,418
2003,7,Arizona,AZ,WECC,Southwest,0.1,normal,"Monday, July 28, 2003",6:55:00 PM,"Monday, July 28, 2003",8:35:00 PM,equipment failure,breaker trip,100
2012,6,Maryland,MD,RFC,Northeast,-0.1,normal,"Saturday, June 30, 2012",10:30:00 PM,"Monday, July 2, 2012",8:11:00 AM,severe weather,thunderstorm,2021
2004,1,Maryland,MD,RFC,Northeast,0.3,normal,"Wednesday, January 28, 2004",1:09:00 PM,"Thursday, January 29, 2004",5:00:00 PM,severe weather,winter storm,1671
2006,2,Maryland,MD,RFC,Northeast,-0.6,cold,"Sunday, February 12, 2006",12:06:00 AM,"Tuesday, February 14, 2006",5:44:00 PM,severe weather,winter storm,3938
2008,6,Maryland,MD,RFC,Northeast,-0.5,cold,"Wednesday, June 4, 2008",3:00:00 PM,"Saturday, June 7, 2008",5:30:00 PM,severe weather,storm,4470
2004,12,Maryland,MD,RFC,Northeast,0.7,warm,"Wednesday, December 1, 2004",10:00:00 AM,"Thursday, December 2, 2004",11:59:00 PM,severe weather,heavy wind,2279
2006,2,Maryland,MD,RFC,Northeast,-0.6,cold,"Saturday, February 11, 2006",9:00:00 PM,"Tuesday, February 14, 2006",11:00:00 PM,severe weather,winter storm,4440
2005,7,Maryland,MD,RFC,Northeast,0,normal,"Wednesday, July 27, 2005",6:00:00 PM,"Friday, July 29, 2005",4:00:00 PM,severe weather,thunderstorm,2760
2013,1,Maryland,MD,RFC,Northeast,-0.4,normal,"Monday, January 7, 2013",10:43:00 AM,"Monday, January 7, 2013",10:43:00 AM,intentional attack,vandalism,0
2012,10,Maryland,MD,RFC,Northeast,0.3,normal,"Thursday, October 11, 2012",12:00:00 AM,"Thursday, October 11, 2012",12:01:00 AM,intentional attack,vandalism,1
2011,2,Maryland,MD,RFC,Northeast,-1,cold,"Thursday, February 3, 2011",2:30:00 PM,"Thursday, February 3, 2011",2:30:00 PM,intentional attack,vandalism,0
2012,10,Maryland,MD,RFC,Northeast,0.3,normal,"Wednesday, October 24, 2012",12:00:00 AM,"Wednesday, October 24, 2012",12:01:00 AM,intentional attack,NA,1
2014,1,Maryland,MD,RFC,Northeast,-0.5,cold,"Monday, January 27, 2014",2:20:00 PM,"Tuesday, January 28, 2014",9:00:00 PM,severe weather,winter,1840
2011,10,Maryland,MD,RFC,Northeast,-0.9,cold,"Monday, October 17, 2011",3:34:00 AM,"Monday, October 17, 2011",10:42:00 AM,intentional attack,vandalism,428
2012,3,Maryland,MD,RFC,Northeast,-0.4,normal,"Sunday, March 4, 2012",1:27:00 AM,"Sunday, March 4, 2012",6:58:00 AM,intentional attack,vandalism,331
2011,8,Maryland,MD,RFC,Northeast,-0.6,cold,"Saturday, August 27, 2011",11:00:00 PM,"Monday, August 29, 2011",8:00:00 AM,severe weather,NA,1980
2012,10,Maryland,MD,RFC,Northeast,0.3,normal,"Thursday, October 25, 2012",12:00:00 AM,"Thursday, October 25, 2012",12:01:00 AM,intentional attack,vandalism,1
2013,3,Maryland,MD,RFC,Northeast,-0.3,normal,"Friday, March 29, 2013",10:16:00 AM,"Friday, March 29, 2013",10:17:00 AM,intentional attack,NA,1
2003,11,Maryland,MD,RFC,Northeast,0.3,normal,"Thursday, November 13, 2003",11:00:00 AM,"Friday, November 14, 2003",7:30:00 PM,severe weather,heavy wind,1950
2011,2,Maryland,MD,RFC,Northeast,-1,cold,"Friday, February 25, 2011",3:23:00 PM,"Sunday, February 27, 2011",6:00:00 PM,severe weather,NA,3037
2012,11,Maryland,MD,RFC,Northeast,0.1,normal,"Thursday, November 8, 2012",9:34:00 AM,"Thursday, November 8, 2012",9:35:00 AM,intentional attack,vandalism,1
2013,2,Maryland,MD,RFC,Northeast,-0.4,normal,"Friday, February 15, 2013",12:00:00 AM,"Friday, February 15, 2013",12:01:00 AM,intentional attack,vandalism,1
2014,1,Maryland,MD,RFC,Northeast,-0.5,cold,"Thursday, January 23, 2014",1:04:00 PM,"Friday, January 24, 2014",9:00:00 AM,severe weather,winter,1196
2005,7,Maryland,MD,RFC,Northeast,0,normal,"Saturday, July 23, 2005",1:02:00 AM,"Tuesday, July 26, 2005",10:50:00 PM,severe weather,thunderstorm,5628
2012,9,Maryland,MD,RFC,Northeast,0.3,normal,"Monday, September 24, 2012",12:00:00 AM,"Tuesday, September 25, 2012",12:00:00 AM,intentional attack,NA,1440
2010,7,Maryland,MD,RFC,Northeast,-0.9,cold,"Sunday, July 25, 2010",3:10:00 PM,"Friday, July 30, 2010",11:30:00 PM,severe weather,NA,7700
2012,10,Maryland,MD,RFC,Northeast,0.3,normal,"Tuesday, October 30, 2012",12:00:00 AM,"Tuesday, October 30, 2012",12:02:00 AM,intentional attack,vandalism,2
2003,9,Maryland,MD,RFC,Northeast,0.2,normal,"Thursday, September 18, 2003",12:00:00 AM,"Friday, September 26, 2003",10:50:00 PM,severe weather,hurricanes,12890
2011,1,Maryland,MD,RFC,Northeast,-1.3,cold,"Wednesday, January 26, 2011",6:28:00 PM,"Saturday, January 29, 2011",5:00:00 PM,severe weather,winter storm,4232
2013,6,Maryland,MD,RFC,Northeast,-0.2,normal,"Thursday, June 27, 2013",1:10:00 AM,"Thursday, June 27, 2013",2:45:00 AM,intentional attack,vandalism,95
2006,6,Maryland,MD,RFC,Northeast,0,normal,"Thursday, June 1, 2006",6:30:00 PM,"Saturday, June 3, 2006",2:00:00 PM,severe weather,thunderstorm,2610
2012,6,Maryland,MD,RFC,Northeast,-0.1,normal,"Saturday, June 30, 2012",1:00:00 AM,"Tuesday, July 3, 2012",1:00:00 AM,severe weather,thunderstorm,4320
2011,5,Maryland,MD,RFC,Northeast,-0.4,normal,"Wednesday, May 4, 2011",1:08:00 PM,"Wednesday, May 4, 2011",1:25:00 PM,intentional attack,vandalism,17
2013,3,Maryland,MD,RFC,Northeast,-0.3,normal,"Sunday, March 3, 2013",4:27:00 PM,"Sunday, March 3, 2013",6:20:00 PM,intentional attack,vandalism,113
2013,2,Maryland,MD,RFC,Northeast,-0.4,normal,"Saturday, February 16, 2013",7:54:00 AM,"Saturday, February 16, 2013",7:54:00 AM,intentional attack,vandalism,0
2012,10,Maryland,MD,RFC,Northeast,0.3,normal,"Monday, October 29, 2012",5:13:00 PM,"Wednesday, October 31, 2012",11:00:00 AM,severe weather,hurricanes,2507
2013,2,Maryland,MD,RFC,Northeast,-0.4,normal,"Wednesday, February 13, 2013",9:30:00 AM,"Wednesday, February 13, 2013",9:30:00 AM,intentional attack,vandalism,0
2014,2,Maryland,MD,RFC,Northeast,-0.5,cold,"Wednesday, February 5, 2014",8:05:00 AM,"Wednesday, February 5, 2014",8:06:00 AM,severe weather,snow/ice ,1
2003,11,Maryland,MD,RFC,Northeast,0.3,normal,"Thursday, November 13, 2003",6:00:00 AM,"Sunday, November 16, 2003",4:00:00 PM,severe weather,heavy wind,4920
2012,10,Maryland,MD,RFC,Northeast,0.3,normal,"Monday, October 22, 2012",12:00:00 AM,"Monday, October 22, 2012",12:01:00 AM,intentional attack,vandalism,1
2003,8,Maryland,MD,RFC,Northeast,0.2,normal,"Tuesday, August 26, 2003",4:00:00 PM,"Friday, August 29, 2003",12:00:00 PM,severe weather,thunderstorm,4080
2012,6,Maryland,MD,RFC,Northeast,-0.1,normal,"Wednesday, June 6, 2012",12:37:00 PM,"Wednesday, June 6, 2012",12:37:00 PM,intentional attack,vandalism,0
2013,6,Maryland,MD,RFC,Northeast,-0.2,normal,"Thursday, June 20, 2013",6:00:00 PM,"Friday, June 21, 2013",10:00:00 AM,intentional attack,vandalism,960
2012,9,Maryland,MD,RFC,Northeast,0.3,normal,"Saturday, September 8, 2012",3:40:00 PM,"Saturday, September 8, 2012",6:45:00 PM,severe weather,thunderstorm,185
2008,6,Maryland,MD,RFC,Northeast,-0.5,cold,"Wednesday, June 4, 2008",3:00:00 PM,"Thursday, June 5, 2008",1:00:00 PM,severe weather,thunderstorm,1320
2016,4,Maryland,MD,RFC,Northeast,1.1,warm,"Thursday, April 14, 2016",4:49:00 PM,"Friday, April 15, 2016",8:42:00 PM,intentional attack,sabotage,1673
2009,6,Maryland,MD,RFC,Northeast,0.4,normal,"Tuesday, June 9, 2009",5:25:00 PM,"Thursday, June 11, 2009",5:00:00 PM,severe weather,thunderstorm,2855
2007,4,Maryland,MD,RFC,Northeast,-0.1,normal,"Monday, April 16, 2007",2:00:00 PM,"Wednesday, April 18, 2007",5:00:00 PM,severe weather,thunderstorm,3060
2011,3,Maryland,MD,RFC,Northeast,-0.7,cold,"Monday, March 14, 2011",7:30:00 AM,"Monday, March 14, 2011",4:55:00 PM,intentional attack,vandalism,565
2012,10,Maryland,MD,RFC,Northeast,0.3,normal,"Wednesday, October 24, 2012",12:00:00 AM,"Wednesday, October 24, 2012",12:01:00 AM,intentional attack,vandalism,1
2012,10,Maryland,MD,RFC,Northeast,0.3,normal,"Tuesday, October 9, 2012",12:00:00 AM,"Tuesday, October 9, 2012",12:01:00 AM,intentional attack,vandalism,1
2003,8,Maryland,MD,RFC,Northeast,0.2,normal,"Tuesday, August 26, 2003",4:22:00 PM,"Sunday, August 31, 2003",6:00:00 PM,severe weather,thunderstorm,7298
2007,2,Maryland,MD,RFC,Northeast,0.4,normal,"Tuesday, February 13, 2007",5:00:00 PM,"Saturday, February 17, 2007",5:30:00 PM,severe weather,winter storm,5790
2010,7,Maryland,MD,RFC,Northeast,-0.9,cold,"Sunday, July 25, 2010",3:20:00 PM,"Tuesday, July 27, 2010",6:00:00 PM,severe weather,NA,3040
2011,8,Maryland,MD,RFC,Northeast,-0.6,cold,"Saturday, August 27, 2011",8:30:00 PM,"Sunday, September 4, 2011",11:30:00 PM,severe weather,NA,11700
2012,6,Maryland,MD,RFC,Northeast,-0.1,normal,"Friday, June 29, 2012",10:43:00 PM,"Thursday, July 5, 2012",11:50:00 AM,severe weather,thunderstorm,7987
2015,4,Maryland,MD,RFC,Northeast,0.7,warm,"Tuesday, April 7, 2015",12:30:00 PM,"Tuesday, April 7, 2015",5:34:00 PM,system operability disruption,uncontrolled loss,304
2005,7,Maryland,MD,RFC,Northeast,0,normal,"Wednesday, July 27, 2005",5:50:00 PM,"Saturday, July 30, 2005",9:07:00 PM,severe weather,thunderstorm,4517
2013,1,Maryland,MD,RFC,Northeast,-0.4,normal,"Wednesday, January 16, 2013",2:25:00 PM,"Wednesday, January 16, 2013",2:25:00 PM,intentional attack,vandalism,0
2006,7,Pennsylvania,PA,RFC,Northeast,0.1,normal,"Thursday, July 27, 2006",6:38:00 PM,"Saturday, July 29, 2006",9:36:00 PM,severe weather,thunderstorm,3058
2011,10,Pennsylvania,PA,RFC,Northeast,-0.9,cold,"Saturday, October 29, 2011",8:59:00 AM,"Monday, November 7, 2011",3:00:00 PM,severe weather,NA,13381
2010,4,Pennsylvania,PA,RFC,Northeast,0.5,warm,"Friday, April 16, 2010",5:15:00 PM,"Sunday, April 18, 2010",5:00:00 PM,severe weather,thunderstorm,2865
2011,5,Pennsylvania,PA,RFC,Northeast,-0.4,normal,"Monday, May 9, 2011",4:08:00 AM,"Monday, May 9, 2011",6:40:00 AM,intentional attack,vandalism,152
2013,9,Pennsylvania,PA,RFC,Northeast,-0.2,normal,"Tuesday, September 10, 2013",5:42:00 PM,"Wednesday, September 11, 2013",12:02:00 AM,system operability disruption,NA,380
2010,2,Pennsylvania,PA,RFC,Northeast,1.2,warm,"Friday, February 5, 2010",10:30:00 PM,"Friday, February 12, 2010",12:00:00 PM,severe weather,winter storm,9450
2011,10,Pennsylvania,PA,RFC,Northeast,-0.9,cold,"Saturday, October 29, 2011",12:57:00 PM,"Thursday, November 3, 2011",11:00:00 PM,severe weather,NA,7803
2008,6,Pennsylvania,PA,RFC,Northeast,-0.5,cold,"Tuesday, June 10, 2008",7:00:00 PM,"Saturday, June 14, 2008",3:59:00 PM,severe weather,thunderstorm,5579
2012,10,Pennsylvania,PA,RFC,Northeast,0.3,normal,"Monday, October 29, 2012",6:11:00 PM,"Sunday, November 4, 2012",10:50:00 PM,severe weather,hurricanes,8979
2006,9,Pennsylvania,PA,RFC,Northeast,0.5,warm,"Friday, September 1, 2006",3:00:00 PM,"Monday, September 4, 2006",11:00:00 PM,severe weather,hurricanes,4800
2006,6,Pennsylvania,PA,RFC,Northeast,0,normal,"Thursday, June 1, 2006",6:00:00 PM,"Saturday, June 3, 2006",9:00:00 PM,severe weather,NA,3060
2010,9,Pennsylvania,PA,RFC,Northeast,-1.4,cold,"Wednesday, September 22, 2010",4:08:00 PM,"Sunday, September 26, 2010",12:00:00 AM,severe weather,thunderstorm,4792
2012,7,Pennsylvania,PA,RFC,Northeast,0.1,normal,"Saturday, July 7, 2012",6:06:00 AM,"Monday, July 9, 2012",11:00:00 PM,severe weather,thunderstorm,3894
2005,6,Pennsylvania,PA,RFC,Northeast,0.2,normal,"Monday, June 6, 2005",4:43:00 PM,"Tuesday, June 7, 2005",10:00:00 PM,severe weather,thunderstorm,1757
2011,8,Pennsylvania,PA,RFC,Northeast,-0.6,cold,"Friday, August 26, 2011",12:30:00 AM,"Sunday, August 28, 2011",12:30:00 AM,severe weather,NA,2880
2006,1,Pennsylvania,PA,RFC,Northeast,-0.7,cold,"Saturday, January 14, 2006",3:45:00 PM,"Monday, January 16, 2006",5:30:00 PM,severe weather,heavy wind,2985
2016,1,Pennsylvania,PA,RFC,Northeast,2.2,warm,"Monday, January 11, 2016",8:16:00 PM,"Monday, January 11, 2016",11:00:00 PM,intentional attack,vandalism,164
2010,9,Pennsylvania,PA,RFC,Northeast,-1.4,cold,"Wednesday, September 22, 2010",5:38:00 PM,"Friday, September 24, 2010",11:30:00 PM,severe weather,thunderstorm,3232
2004,12,Pennsylvania,PA,RFC,Northeast,0.7,warm,"Wednesday, December 1, 2004",7:30:00 AM,"Thursday, December 2, 2004",10:09:00 PM,severe weather,wind/rain,2319
2003,7,Pennsylvania,PA,RFC,Northeast,0.1,normal,"Monday, July 21, 2003",5:15:00 PM,"Thursday, July 24, 2003",5:33:00 PM,severe weather,storm,4338
2011,10,Pennsylvania,PA,RFC,Northeast,-0.9,cold,"Saturday, October 29, 2011",2:00:00 PM,"Monday, October 31, 2011",2:00:00 PM,severe weather,NA,2880
2005,7,Pennsylvania,PA,RFC,Northeast,0,normal,"Wednesday, July 27, 2005",4:50:00 PM,"Thursday, July 28, 2005",9:24:00 PM,severe weather,thunderstorm,1714
2015,6,Pennsylvania,PA,RFC,Northeast,1,warm,"Tuesday, June 23, 2015",5:30:00 PM,"Tuesday, June 23, 2015",7:00:00 PM,severe weather,NA,90
2014,1,Pennsylvania,PA,RFC,Northeast,-0.5,cold,"Monday, January 6, 2014",7:50:00 PM,"Monday, January 6, 2014",8:49:00 PM,severe weather,winter,59
2011,2,Pennsylvania,PA,RFC,Northeast,-1,cold,"Wednesday, February 2, 2011",3:00:00 AM,"Friday, February 4, 2011",11:59:00 PM,severe weather,winter storm,4139
2012,10,Pennsylvania,PA,RFC,Northeast,0.3,normal,"Monday, October 29, 2012",5:30:00 PM,"Tuesday, November 6, 2012",12:00:00 AM,severe weather,hurricanes,10530
2008,9,Pennsylvania,PA,RFC,Northeast,-0.3,normal,"Sunday, September 14, 2008",5:00:00 PM,"Friday, September 19, 2008",12:38:00 PM,severe weather,heavy wind,6938
2011,2,Pennsylvania,PA,RFC,Northeast,-1,cold,"Saturday, February 19, 2011",12:30:00 PM,"Sunday, February 20, 2011",4:00:00 AM,severe weather,storm,930
2016,7,Pennsylvania,PA,RFC,Northeast,-0.3,normal,"Saturday, July 23, 2016",3:15:00 PM,"Saturday, July 23, 2016",7:53:00 PM,system operability disruption,voltage reduction,278
2008,9,Pennsylvania,PA,RFC,Northeast,-0.3,normal,"Sunday, September 14, 2008",7:00:00 PM,"Sunday, September 14, 2008",11:59:00 PM,severe weather,hurricanes,299
2010,3,Pennsylvania,PA,RFC,Northeast,0.9,warm,"Saturday, March 13, 2010",1:00:00 AM,"Tuesday, March 16, 2010",6:40:00 PM,severe weather,wind/rain,5320
2011,8,Pennsylvania,PA,RFC,Northeast,-0.6,cold,"Saturday, August 27, 2011",10:00:00 PM,"Monday, August 29, 2011",10:00:00 PM,severe weather,NA,2880
2014,2,Pennsylvania,PA,RFC,Northeast,-0.5,cold,"Wednesday, February 5, 2014",5:00:00 AM,"Wednesday, February 5, 2014",5:01:00 AM,severe weather,snow/ice ,1
2011,7,Pennsylvania,PA,RFC,Northeast,-0.3,normal,"Friday, July 8, 2011",10:00:00 AM,"Monday, July 11, 2011",9:00:00 AM,intentional attack,vandalism,4260
2008,9,Pennsylvania,PA,RFC,Northeast,-0.3,normal,"Monday, September 15, 2008",12:37:00 AM,"Friday, September 19, 2008",4:30:00 PM,severe weather,hurricanes,6713
2009,2,Pennsylvania,PA,RFC,Northeast,-0.6,cold,"Thursday, February 12, 2009",8:00:00 AM,"Sunday, February 15, 2009",10:00:00 PM,severe weather,heavy wind,5160
2012,7,Pennsylvania,PA,RFC,Northeast,0.1,normal,"Thursday, July 26, 2012",6:14:00 PM,"Friday, July 27, 2012",6:14:00 PM,severe weather,thunderstorm,1440
2007,8,Pennsylvania,PA,RFC,Northeast,-0.6,cold,"Thursday, August 9, 2007",2:53:00 PM,"Thursday, August 9, 2007",4:11:00 PM,severe weather,thunderstorm,78
2006,7,Pennsylvania,PA,RFC,Northeast,0.1,normal,"Tuesday, July 18, 2006",6:36:00 PM,"Sunday, July 23, 2006",11:59:00 PM,severe weather,thunderstorm,7523
2014,2,Pennsylvania,PA,RFC,Northeast,-0.5,cold,"Wednesday, February 5, 2014",7:35:00 AM,"Friday, February 7, 2014",4:03:00 AM,severe weather,snow/ice ,2668
2014,1,Pennsylvania,PA,RFC,Northeast,-0.5,cold,"Tuesday, January 7, 2014",6:18:00 AM,"Tuesday, January 7, 2014",6:19:00 AM,severe weather,winter,1
2010,7,Pennsylvania,PA,RFC,Northeast,-0.9,cold,"Wednesday, July 7, 2010",4:13:00 PM,"Wednesday, July 7, 2010",10:29:00 PM,equipment failure,transmission,376
2011,5,Pennsylvania,PA,RFC,Northeast,-0.4,normal,"Thursday, May 26, 2011",7:56:00 PM,"Friday, May 27, 2011",6:00:00 PM,severe weather,NA,1324
2014,2,Pennsylvania,PA,RFC,Northeast,-0.5,cold,"Wednesday, February 5, 2014",1:00:00 AM,"Sunday, February 9, 2014",8:40:00 PM,severe weather,snow/ice ,6940
2008,3,Pennsylvania,PA,RFC,Northeast,-1.1,cold,"Saturday, March 8, 2008",4:00:00 PM,"Monday, March 10, 2008",1:44:00 PM,severe weather,NA,2684
2014,1,Pennsylvania,PA,RFC,Northeast,-0.5,cold,"Monday, January 6, 2014",7:50:00 PM,"Monday, January 6, 2014",8:44:00 PM,severe weather,winter,54
2011,10,Pennsylvania,PA,RFC,Northeast,-0.9,cold,"Tuesday, October 18, 2011",3:45:00 AM,"Tuesday, October 18, 2011",5:25:00 AM,intentional attack,vandalism,100
2002,12,Pennsylvania,PA,RFC,Northeast,1.1,warm,"Wednesday, December 25, 2002",5:00:00 PM,"Thursday, December 26, 2002",5:00:00 AM,severe weather,winter storm,720
2011,8,Pennsylvania,PA,RFC,Northeast,-0.6,cold,"Sunday, August 28, 2011",2:58:00 AM,"Tuesday, August 30, 2011",2:58:00 AM,severe weather,NA,2880
2012,7,Pennsylvania,PA,RFC,Northeast,0.1,normal,"Thursday, July 26, 2012",6:21:00 PM,"Saturday, July 28, 2012",11:30:00 PM,severe weather,thunderstorm,3189
